# x_m,y_m,w_tr_right_m,w_tr_left_m
7.0800,-7.9500,0.9500,0.9500
7.0800,-7.9000,0.9500,0.9500
7.0800,-7.8500,0.9500,0.9500
7.0800,-7.8000,0.9500,0.9500
7.0300,-7.7500,0.9000,0.9000
7.0300,-7.7000,0.9000,0.9000
7.0300,-7.6500,0.9000,0.9000
7.0300,-7.6000,0.9000,0.9000
7.0300,-7.5500,0.9000,0.9000
7.0300,-7.5000,0.9000,0.9000
7.0300,-7.4500,0.9000,0.9000
7.0300,-7.4000,0.9000,0.9000
7.0300,-7.3500,0.9000,0.9000
7.0300,-7.3000,0.9000,0.9000
7.0300,-7.2500,0.9000,0.9000
7.0300,-7.2000,0.9014,0.9014
7.0300,-7.1500,0.9000,0.9000
7.0300,-7.1000,0.9000,0.9000
7.0300,-7.0500,0.9000,0.9000
7.0300,-7.0000,0.9000,0.9000
7.0300,-6.9500,0.9000,0.9000
7.0300,-6.9000,0.9000,0.9000
7.0300,-6.8500,0.9014,0.9014
7.0300,-6.8000,0.9014,0.9014
7.0300,-6.7500,0.9000,0.9000
7.0300,-6.7000,0.9014,0.9014
7.0300,-6.6500,0.9000,0.9000
7.0300,-6.6000,0.9000,0.9000
7.0300,-6.5500,0.9000,0.9000
7.0300,-6.5000,0.9000,0.9000
7.0300,-6.4500,0.9000,0.9000
7.0300,-6.4000,0.9000,0.9000
7.0300,-6.3500,0.9000,0.9000
7.0300,-6.3000,0.9000,0.9000
7.0300,-6.2500,0.9000,0.9000
7.0300,-6.2000,0.9000,0.9000
7.0300,-6.1500,0.9000,0.9000
7.0300,-6.1000,0.9000,0.9000
7.0300,-6.0500,0.9000,0.9000
7.0300,-6.0000,0.9000,0.9000
7.0300,-5.9500,0.9000,0.9000
7.0300,-5.9000,0.9000,0.9000
7.0300,-5.8500,0.9000,0.9000
7.0300,-5.8000,0.9000,0.9000
7.0300,-5.7500,0.9000,0.9000
7.0300,-5.7000,0.9000,0.9000
7.0300,-5.6500,0.9000,0.9000
7.0300,-5.6000,0.9000,0.9000
7.0300,-5.5500,0.9000,0.9000
7.0300,-5.5000,0.9000,0.9000
7.0300,-5.4500,0.9000,0.9000
7.0300,-5.4000,0.9000,0.9000
7.0300,-5.3500,0.9000,0.9000
7.0300,-5.3000,0.9000,0.9000
7.0300,-5.2500,0.9000,0.9000
7.0300,-5.2000,0.9000,0.9000
7.0300,-5.1500,0.9000,0.9000
7.0300,-5.1000,0.9000,0.9000
7.0300,-5.0500,0.9000,0.9000
7.0300,-5.0000,0.9000,0.9000
7.0300,-4.9500,0.9000,0.9000
7.0300,-4.9000,0.9000,0.9000
7.0800,-4.8500,0.8500,0.8500
7.0800,-4.8000,0.8500,0.8500
7.0800,-4.7500,0.8500,0.8500
7.0800,-4.7000,0.8500,0.8500
7.0800,-4.6500,0.8500,0.8500
7.0800,-4.6000,0.8500,0.8500
7.0800,-4.5500,0.8500,0.8500
7.0800,-4.5000,0.8500,0.8500
7.0800,-4.4500,0.8500,0.8500
7.0800,-4.4000,0.8500,0.8500
7.0800,-4.3500,0.8382,0.8382
7.0800,-4.3000,0.8246,0.8246
7.0800,-4.2500,0.8139,0.8139
7.0800,-4.2000,0.8062,0.8062
7.0800,-4.1500,0.8016,0.8016
7.0800,-4.1000,0.8000,0.8000
7.0800,-4.0500,0.8000,0.8000
7.0800,-4.0000,0.8016,0.8016
7.0800,-3.9500,0.8062,0.8062
7.0800,-3.9000,0.8139,0.8139
7.0800,-3.8500,0.8246,0.8246
7.0800,-3.8000,0.8382,0.8382
7.0800,-3.7500,0.8500,0.8500
7.0800,-3.7000,0.8500,0.8500
7.0800,-3.6500,0.8500,0.8500
7.0800,-3.6000,0.8500,0.8500
7.0800,-3.5500,0.8500,0.8500
7.0800,-3.5000,0.8500,0.8500
7.0800,-3.4500,0.8500,0.8500
7.0300,-3.4000,0.8016,0.8016
7.0300,-3.3500,0.8000,0.8000
7.0300,-3.3000,0.8000,0.8000
7.0300,-3.2500,0.8016,0.8016
7.0300,-3.2000,0.8062,0.8062
7.0300,-3.1500,0.8139,0.8139
7.0300,-3.1000,0.8246,0.8246
7.0300,-3.0500,0.8382,0.8382
7.0300,-3.0000,0.8500,0.8500
7.0300,-2.9500,0.8500,0.8500
7.0300,-2.9000,0.8500,0.8500
7.0300,-2.8500,0.8500,0.8500
7.0300,-2.8000,0.8500,0.8500
7.0300,-2.7500,0.8500,0.8500
7.0300,-2.7000,0.8500,0.8500
7.0300,-2.6500,0.8500,0.8500
7.0300,-2.6000,0.8500,0.8500
7.0300,-2.5500,0.8500,0.8500
7.0300,-2.5000,0.8500,0.8500
7.0300,-2.4500,0.8500,0.8500
7.0300,-2.4000,0.8500,0.8500
7.0300,-2.3500,0.8500,0.8500
7.0300,-2.3000,0.8500,0.8500
7.0300,-2.2500,0.8500,0.8500
7.0300,-2.2000,0.8500,0.8500
7.0300,-2.1500,0.8500,0.8500
7.0300,-2.1000,0.8500,0.8500
7.0300,-2.0500,0.8500,0.8500
7.0300,-2.0000,0.8500,0.8500
7.0300,-1.9500,0.8500,0.8500
7.0300,-1.9000,0.8500,0.8500
7.0300,-1.8500,0.8500,0.8500
7.0300,-1.8000,0.8500,0.8500
7.0300,-1.7500,0.8500,0.8500
7.0300,-1.7000,0.8500,0.8500
7.0300,-1.6500,0.8500,0.8500
7.0300,-1.6000,0.8500,0.8500
6.9800,-1.5500,0.8000,0.8000
6.9800,-1.5000,0.8000,0.8000
6.9800,-1.4500,0.8000,0.8000
7.0300,-1.4000,0.8500,0.8500
7.0300,-1.3500,0.8500,0.8500
7.0300,-1.3000,0.8500,0.8500
7.0300,-1.2500,0.8500,0.8500
7.0300,-1.2000,0.8382,0.8382
6.9800,-1.1500,0.8000,0.8000
6.9800,-1.1000,0.8000,0.8000
6.9800,-1.0500,0.7906,0.7906
6.9800,-1.0000,0.7762,0.7762
6.9800,-0.9500,0.7649,0.7649
6.9800,-0.9000,0.7566,0.7566
6.9300,-0.8500,0.7018,0.7018
6.9300,-0.8000,0.7000,0.7000
6.9300,-0.7500,0.7000,0.7000
6.9300,-0.7000,0.7018,0.7018
6.9300,-0.6500,0.7071,0.7071
6.9300,-0.6000,0.7159,0.7159
6.9300,-0.5500,0.7280,0.7280
6.9300,-0.5000,0.7433,0.7433
6.8800,-0.4500,0.7000,0.7000
6.8800,-0.4000,0.7000,0.7000
6.8800,-0.3500,0.7000,0.7000
6.8800,-0.3000,0.7000,0.7000
6.8300,-0.2500,0.6500,0.6500
6.8300,-0.2000,0.6500,0.6500
6.8300,-0.1500,0.6519,0.6519
6.7800,-0.1000,0.6083,0.6083
6.7800,-0.0500,0.6185,0.6185
6.7800,0.0000,0.6325,0.6325
6.7800,0.0500,0.6500,0.6500
6.7800,0.1000,0.6576,0.6576
6.7800,0.1500,0.6500,0.6500
6.7300,0.2000,0.6325,0.6325
6.7300,0.2500,0.6500,0.6500
6.6800,0.3000,0.6265,0.6265
6.6800,0.3500,0.6500,0.6500
6.6300,0.4000,0.6265,0.6265
6.6300,0.4500,0.6500,0.6500
6.5800,0.5000,0.6265,0.6265
6.5800,0.5500,0.6519,0.6519
6.5300,0.6000,0.6403,0.6403
6.5300,0.6500,0.6708,0.6708
6.5300,0.7000,0.6500,0.6500
6.4800,0.7500,0.6708,0.6708
6.4300,0.8000,0.6801,0.6801
6.4300,0.8500,0.6801,0.6801
6.3800,0.9000,0.6946,0.6946
6.3300,0.9500,0.6946,0.6946
6.2800,0.9500,0.6801,0.6801
6.2300,1.0000,0.6946,0.6946
6.1800,1.0500,0.6946,0.6946
6.1300,1.0500,0.6801,0.6801
6.0800,1.1000,0.6801,0.6801
6.0300,1.1000,0.6708,0.6708
5.9800,1.1500,0.6576,0.6576
5.9300,1.1500,0.6671,0.6671
5.8800,1.2000,0.6185,0.6185
5.8300,1.2000,0.6083,0.6083
5.7800,1.2000,0.6021,0.6021
5.7300,1.2000,0.6000,0.6000
5.6800,1.2000,0.6000,0.6000
5.6300,1.2000,0.5852,0.5852
5.5800,1.2000,0.5701,0.5701
5.5300,1.2000,0.5590,0.5590
5.4800,1.2000,0.5523,0.5523
5.4300,1.2000,0.5500,0.5500
5.3800,1.2000,0.5500,0.5500
5.3300,1.2000,0.5500,0.5500
5.2800,1.2000,0.5500,0.5500
5.2300,1.2000,0.5500,0.5500
5.1800,1.2500,0.5500,0.5500
5.1300,1.2500,0.5500,0.5500
5.0800,1.2500,0.5500,0.5500
5.0300,1.2500,0.5500,0.5500
4.9800,1.2500,0.5500,0.5500
4.9300,1.2500,0.5500,0.5500
4.8800,1.2500,0.5500,0.5500
4.8300,1.2500,0.5500,0.5500
4.7800,1.2500,0.5500,0.5500
4.7300,1.2500,0.5500,0.5500
4.6800,1.2500,0.5500,0.5500
4.6300,1.2500,0.5500,0.5500
4.5800,1.2500,0.5500,0.5500
4.5300,1.2500,0.5500,0.5500
4.4800,1.2500,0.5500,0.5500
4.4300,1.2500,0.5500,0.5500
4.3800,1.2500,0.5500,0.5500
4.3300,1.2500,0.5500,0.5500
4.2800,1.2500,0.5500,0.5500
4.2300,1.2500,0.5500,0.5500
4.1800,1.2500,0.5500,0.5500
4.1300,1.2000,0.5500,0.5500
4.0800,1.2000,0.5500,0.5500
4.0300,1.2000,0.5500,0.5500
3.9800,1.2000,0.5500,0.5500
3.9300,1.2000,0.5500,0.5500
3.8800,1.2000,0.5500,0.5500
3.8300,1.2000,0.5500,0.5500
3.7800,1.2000,0.5500,0.5500
3.7300,1.2000,0.5523,0.5523
3.6800,1.2000,0.5500,0.5500
3.6300,1.2000,0.5523,0.5523
3.5800,1.2000,0.5590,0.5590
3.5300,1.2000,0.5701,0.5701
3.4800,1.2000,0.5852,0.5852
3.4300,1.2000,0.5701,0.5701
3.3800,1.2000,0.5590,0.5590
3.3300,1.2000,0.5523,0.5523
3.2800,1.2000,0.5500,0.5500
3.2300,1.2000,0.5523,0.5523
3.1800,1.2000,0.5500,0.5500
3.1300,1.2000,0.5500,0.5500
3.0800,1.2000,0.5523,0.5523
3.0300,1.2000,0.5500,0.5500
2.9800,1.2000,0.5500,0.5500
2.9300,1.2000,0.5523,0.5523
2.8800,1.2000,0.5500,0.5500
2.8300,1.2000,0.5523,0.5523
2.7800,1.2000,0.5523,0.5523
2.7300,1.2000,0.5500,0.5500
2.6800,1.2000,0.5523,0.5523
2.6300,1.2000,0.5590,0.5590
2.5800,1.2000,0.5701,0.5701
2.5300,1.2000,0.5852,0.5852
2.4800,1.2000,0.5852,0.5852
2.4300,1.2000,0.5701,0.5701
2.3800,1.2000,0.5590,0.5590
2.3300,1.1500,0.5500,0.5500
2.2800,1.1500,0.5500,0.5500
2.2300,1.1500,0.5500,0.5500
2.1800,1.1500,0.5500,0.5500
2.1300,1.1500,0.5500,0.5500
2.0800,1.1500,0.5500,0.5500
2.0300,1.1500,0.5500,0.5500
1.9800,1.1500,0.5500,0.5500
1.9300,1.1500,0.5500,0.5500
1.8800,1.1500,0.5500,0.5500
1.8300,1.1500,0.5500,0.5500
1.7800,1.1500,0.5500,0.5500
1.7300,1.1500,0.5500,0.5500
1.6800,1.1500,0.5500,0.5500
1.6300,1.1500,0.5500,0.5500
1.5800,1.1500,0.5500,0.5500
1.5300,1.1500,0.5500,0.5500
1.4800,1.1500,0.5500,0.5500
1.4300,1.1500,0.5500,0.5500
1.3800,1.1500,0.5500,0.5500
1.3300,1.1500,0.5500,0.5500
1.2800,1.1500,0.5500,0.5500
1.2300,1.1500,0.5500,0.5500
1.1800,1.1500,0.5500,0.5500
1.1300,1.1500,0.5500,0.5500
1.0800,1.1500,0.5500,0.5500
1.0300,1.1500,0.5500,0.5500
0.9800,1.1500,0.5500,0.5500
0.9300,1.1500,0.5500,0.5500
0.8800,1.1500,0.5500,0.5500
0.8300,1.1500,0.5500,0.5500
0.7800,1.1500,0.5500,0.5500
0.7300,1.1500,0.5500,0.5500
0.6800,1.1500,0.5500,0.5500
0.6300,1.1500,0.5500,0.5500
0.5800,1.1500,0.5500,0.5500
0.5300,1.1500,0.5500,0.5500
0.4800,1.1500,0.5500,0.5500
0.4300,1.1500,0.5500,0.5500
0.3800,1.1500,0.5500,0.5500
0.3300,1.1500,0.5500,0.5500
0.2800,1.1500,0.5500,0.5500
0.2300,1.2000,0.6000,0.6000
0.1800,1.2000,0.6000,0.6000
0.1300,1.2000,0.6000,0.6000
0.0800,1.2000,0.6000,0.6000
0.0300,1.2000,0.6000,0.6000
-0.0200,1.2000,0.6000,0.6000
-0.0700,1.2000,0.6000,0.6000
-0.1200,1.2000,0.6000,0.6000
-0.1700,1.2000,0.6000,0.6000
-0.2200,1.2000,0.6000,0.6000
-0.2700,1.2000,0.6000,0.6000
-0.3200,1.2000,0.6000,0.6000
-0.3700,1.2000,0.6021,0.6021
-0.4200,1.2000,0.6083,0.6083
-0.4700,1.2000,0.6185,0.6185
-0.5200,1.2000,0.6325,0.6325
-0.5700,1.2000,0.6500,0.6500
-0.6200,1.2000,0.6708,0.6708
-0.6700,1.2000,0.6946,0.6946
-0.7200,1.2500,0.6500,0.6500
-0.7700,1.2500,0.6500,0.6500
-0.8200,1.2000,0.7000,0.7000
-0.8700,1.2000,0.7000,0.7000
-0.9200,1.2000,0.7000,0.7000
-0.9700,1.2000,0.7000,0.7000
-1.0200,1.1500,0.7500,0.7500
-1.0700,1.1500,0.7500,0.7500
-1.1200,1.1000,0.8000,0.8000
-1.1700,1.1000,0.8000,0.8000
-1.2200,1.0500,0.8500,0.8500
-1.2700,1.0500,0.8500,0.8500
-1.3200,1.0000,0.9000,0.9000
-1.3700,0.9500,0.9500,0.9500
-1.3700,0.9000,1.0000,1.0000
-1.4200,0.8500,1.0500,1.0500
-1.4200,0.8000,1.0770,1.0770
-1.4200,0.7500,1.0595,1.0595
-1.4700,0.7000,1.0920,1.0920
-1.4700,0.6500,1.0794,1.0794
-1.4700,0.6000,1.0689,1.0689
-1.5200,0.5500,1.1102,1.1102
-1.5200,0.5000,1.1045,1.1045
-1.5200,0.4500,1.1011,1.1011
-1.5700,0.4000,1.1500,1.1500
-1.5700,0.3500,1.1500,1.1500
-1.5700,0.3000,1.1511,1.1511
-1.6200,0.2500,1.2042,1.2042
-1.6200,0.2000,1.2093,1.2093
-1.5700,0.1500,1.1673,1.1673
-1.5700,0.1000,1.1597,1.1597
-1.5200,0.0500,1.1180,1.1180
-1.4700,0.0000,1.0794,1.0794
-1.4200,-0.0500,1.0440,1.0440
-1.3700,-0.1000,1.0000,1.0000
-1.3200,-0.1500,0.9500,0.9500
-1.2700,-0.2000,0.9000,0.9000
-1.2200,-0.2000,0.9000,0.9000
-1.1700,-0.2500,0.8500,0.8500
-1.1200,-0.2500,0.8500,0.8500
-1.0700,-0.2500,0.8500,0.8500
-1.0200,-0.2500,0.8322,0.8322
-0.9700,-0.3000,0.7632,0.7632
-0.9200,-0.3000,0.7382,0.7382
-0.8700,-0.3000,0.7159,0.7159
-0.8200,-0.3000,0.6964,0.6964
-0.7700,-0.3500,0.6325,0.6325
-0.7200,-0.3500,0.6185,0.6185
-0.6700,-0.3500,0.6083,0.6083
-0.6200,-0.3500,0.6021,0.6021
-0.5700,-0.3500,0.6000,0.6000
-0.5200,-0.3500,0.6021,0.6021
-0.4700,-0.3500,0.6000,0.6000
-0.4200,-0.3500,0.6021,0.6021
-0.3700,-0.3500,0.6000,0.6000
-0.3200,-0.3500,0.6000,0.6000
-0.2700,-0.3500,0.6000,0.6000
-0.2200,-0.3500,0.6000,0.6000
-0.1700,-0.3500,0.6000,0.6000
-0.1200,-0.3500,0.6000,0.6000
-0.0700,-0.3500,0.6000,0.6000
-0.0200,-0.3500,0.6000,0.6000
0.0300,-0.3500,0.6000,0.6000
0.0800,-0.3500,0.6000,0.6000
0.1300,-0.3500,0.6000,0.6000
0.1800,-0.3500,0.6000,0.6000
0.2300,-0.3500,0.6000,0.6000
0.2800,-0.3500,0.6000,0.6000
0.3300,-0.3500,0.6000,0.6000
0.3800,-0.3500,0.6000,0.6000
0.4300,-0.3500,0.6000,0.6000
0.4800,-0.3500,0.6000,0.6000
0.5300,-0.3500,0.6000,0.6000
0.5800,-0.3500,0.6000,0.6000
0.6300,-0.3500,0.6000,0.6000
0.6800,-0.3500,0.6000,0.6000
0.7300,-0.3500,0.6000,0.6000
0.7800,-0.3500,0.6000,0.6000
0.8300,-0.3500,0.6000,0.6000
0.8800,-0.3000,0.6500,0.6500
0.9300,-0.3000,0.6500,0.6500
0.9800,-0.3000,0.6500,0.6500
1.0300,-0.3000,0.6500,0.6500
1.0800,-0.2500,0.7000,0.7000
1.1300,-0.2500,0.7000,0.7000
1.1800,-0.2500,0.7000,0.7000
1.2300,-0.2500,0.7000,0.7000
1.2800,-0.2500,0.7000,0.7000
1.3300,-0.2500,0.7000,0.7000
1.3800,-0.2500,0.7000,0.7000
1.4300,-0.2500,0.7000,0.7000
1.4800,-0.2500,0.7000,0.7000
1.5300,-0.2500,0.7000,0.7000
1.5800,-0.2500,0.7000,0.7000
1.6300,-0.2500,0.7000,0.7000
1.6800,-0.2500,0.7000,0.7000
1.7300,-0.2500,0.7000,0.7000
1.7800,-0.2500,0.7000,0.7000
1.8300,-0.2500,0.7000,0.7000
1.8800,-0.2500,0.7000,0.7000
1.9300,-0.2500,0.7000,0.7000
1.9800,-0.2500,0.7000,0.7000
2.0300,-0.2500,0.7000,0.7000
2.0800,-0.2500,0.7000,0.7000
2.1300,-0.2500,0.7000,0.7000
2.1800,-0.2500,0.7000,0.7000
2.2300,-0.2500,0.7000,0.7000
2.2800,-0.2500,0.7018,0.7018
2.3300,-0.2000,0.7500,0.7500
2.3800,-0.2000,0.7500,0.7500
2.4300,-0.2000,0.7500,0.7500
2.4800,-0.2000,0.7500,0.7500
2.5300,-0.2000,0.7500,0.7500
2.5800,-0.2000,0.7500,0.7500
2.6300,-0.2000,0.7500,0.7500
2.6800,-0.2000,0.7500,0.7500
2.7300,-0.2000,0.7500,0.7500
2.7800,-0.2000,0.7500,0.7500
2.8300,-0.2000,0.7500,0.7500
2.8800,-0.2000,0.7500,0.7500
2.9300,-0.2000,0.7500,0.7500
2.9800,-0.2000,0.7500,0.7500
3.0300,-0.2000,0.7500,0.7500
3.0800,-0.2000,0.7500,0.7500
3.1300,-0.2000,0.7500,0.7500
3.1800,-0.2000,0.7517,0.7517
3.2300,-0.2000,0.7500,0.7500
3.2800,-0.2000,0.7500,0.7500
3.3300,-0.2000,0.7500,0.7500
3.3800,-0.2000,0.7500,0.7500
3.4300,-0.2000,0.7500,0.7500
3.4800,-0.2000,0.7500,0.7500
3.5300,-0.2000,0.7500,0.7500
3.5800,-0.2500,0.8000,0.8000
3.6300,-0.2500,0.8000,0.8000
3.6800,-0.2500,0.8000,0.8000
3.7300,-0.2500,0.8016,0.8016
3.7800,-0.2500,0.8000,0.8000
3.8300,-0.2500,0.8016,0.8016
3.8800,-0.2500,0.8062,0.8062
3.9300,-0.2500,0.8139,0.8139
3.9800,-0.3000,0.8732,0.8732
4.0300,-0.3000,0.8860,0.8860
4.0800,-0.3000,0.9000,0.9000
4.1300,-0.3500,0.9500,0.9500
4.1800,-0.4000,1.0000,1.0000
4.2300,-0.4500,1.0500,1.0500
4.2800,-0.5000,1.1000,1.1000
4.3300,-0.5500,1.1500,1.1500
4.3300,-0.6000,1.1424,1.1424
4.3800,-0.6500,1.1000,1.1000
4.3800,-0.7000,1.1011,1.1011
4.3800,-0.7500,1.1045,1.1045
4.3800,-0.8000,1.1102,1.1102
4.3800,-0.8500,1.1180,1.1180
4.3800,-0.9000,1.1102,1.1102
4.3800,-0.9500,1.1045,1.1045
4.3800,-1.0000,1.1011,1.1011
4.3800,-1.0500,1.1000,1.1000
4.3800,-1.1000,1.1000,1.1000
4.3800,-1.1500,1.1000,1.1000
4.3800,-1.2000,1.1011,1.1011
4.3800,-1.2500,1.1045,1.1045
4.3800,-1.3000,1.1102,1.1102
4.3800,-1.3500,1.1180,1.1180
4.3800,-1.4000,1.1281,1.1281
4.3800,-1.4500,1.1402,1.1402
4.3800,-1.5000,1.1500,1.1500
4.3800,-1.5500,1.1500,1.1500
4.3800,-1.6000,1.1500,1.1500
4.3800,-1.6500,1.1500,1.1500
4.3800,-1.7000,1.1500,1.1500
4.3800,-1.7500,1.1500,1.1500
4.3800,-1.8000,1.1500,1.1500
4.3800,-1.8500,1.1511,1.1511
4.3800,-1.9000,1.1543,1.1543
4.3800,-1.9500,1.1543,1.1543
4.3800,-2.0000,1.1511,1.1511
4.3800,-2.0500,1.1500,1.1500
4.3800,-2.1000,1.1511,1.1511
4.3800,-2.1500,1.1543,1.1543
4.3800,-2.2000,1.1597,1.1597
4.3800,-2.2500,1.1673,1.1673
4.3300,-2.3000,1.2258,1.2258
4.3300,-2.3500,1.2369,1.2369
4.3300,-2.4000,1.2500,1.2500
4.2800,-2.4500,1.3000,1.3000
4.2800,-2.5000,1.3000,1.3000
4.2300,-2.5500,1.3500,1.3500
4.1800,-2.6000,1.3500,1.3500
4.1300,-2.6500,1.3000,1.3000
4.0800,-2.6500,1.3000,1.3000
4.0300,-2.6500,1.3000,1.3000
3.9800,-2.7000,1.2500,1.2500
3.9300,-2.7000,1.2510,1.2510
3.8800,-2.7000,1.2540,1.2540
3.8300,-2.7000,1.2590,1.2590
3.7800,-2.7000,1.2659,1.2659
3.7300,-2.7000,1.2748,1.2748
3.6800,-2.7000,1.2855,1.2855
3.6300,-2.7000,1.2981,1.2981
3.5800,-2.7000,1.2981,1.2981
3.5300,-2.7000,1.2855,1.2855
3.4800,-2.7000,1.2748,1.2748
3.4300,-2.7000,1.2659,1.2659
3.3800,-2.7000,1.2590,1.2590
3.3300,-2.7000,1.2540,1.2540
3.2800,-2.7000,1.2510,1.2510
3.2300,-2.7000,1.2500,1.2500
3.1800,-2.7000,1.2510,1.2510
3.1300,-2.7000,1.2540,1.2540
3.0800,-2.7000,1.2590,1.2590
3.0300,-2.7000,1.2659,1.2659
2.9800,-2.7000,1.2748,1.2748
2.9300,-2.7000,1.2855,1.2855
2.8800,-2.7500,1.3342,1.3342
2.8300,-2.7500,1.3463,1.3463
2.7800,-2.7500,1.3500,1.3500
2.7300,-2.7500,1.3500,1.3500
2.6800,-2.7500,1.3500,1.3500
2.6300,-2.7500,1.3500,1.3500
2.5800,-2.7500,1.3509,1.3509
2.5300,-2.7500,1.3537,1.3537
2.4800,-2.7500,1.3583,1.3583
2.4300,-2.7500,1.3647,1.3647
2.3800,-2.7500,1.3730,1.3730
2.3300,-2.7500,1.3829,1.3829
2.2800,-2.7500,1.3946,1.3946
2.2300,-2.7500,1.4000,1.4000
2.1800,-2.7500,1.4000,1.4000
2.1300,-2.7500,1.4000,1.4000
2.0800,-2.7500,1.4000,1.4000
2.0300,-2.7500,1.4000,1.4000
1.9800,-2.7500,1.4000,1.4000
1.9300,-2.7500,1.4000,1.4000
1.8800,-2.7500,1.4000,1.4000
1.8300,-2.7500,1.4000,1.4000
1.7800,-2.7500,1.4000,1.4000
1.7300,-2.7500,1.4000,1.4000
1.6800,-2.7500,1.4000,1.4000
1.6300,-2.7500,1.4000,1.4000
1.5800,-2.7500,1.4000,1.4000
1.5300,-2.7500,1.4000,1.4000
1.4800,-2.7500,1.4000,1.4000
1.4300,-2.7500,1.4000,1.4000
1.3800,-2.7500,1.4000,1.4000
1.3300,-2.7500,1.4009,1.4009
1.2800,-2.7500,1.4000,1.4000
1.2300,-2.7500,1.4000,1.4000
1.1800,-2.7500,1.4000,1.4000
1.1300,-2.7500,1.4000,1.4000
1.0800,-2.7500,1.4009,1.4009
1.0300,-2.7500,1.4036,1.4036
0.9800,-2.7500,1.4080,1.4080
0.9300,-2.7500,1.4142,1.4142
0.8800,-2.7500,1.4221,1.4221
0.8300,-2.7500,1.4318,1.4318
0.7800,-2.7500,1.4431,1.4431
0.7300,-2.7500,1.4500,1.4500
0.6800,-2.7500,1.4500,1.4500
0.6300,-2.7500,1.4500,1.4500
0.5800,-2.7500,1.4500,1.4500
0.5300,-2.7500,1.4500,1.4500
0.4800,-2.7500,1.4500,1.4500
0.4300,-2.7500,1.4500,1.4500
0.3800,-2.7500,1.4500,1.4500
0.3300,-2.7500,1.4500,1.4500
0.2800,-2.7500,1.4500,1.4500
0.2300,-2.7500,1.4500,1.4500
0.1800,-2.7500,1.4500,1.4500
0.1300,-2.7500,1.4500,1.4500
0.0800,-2.7500,1.4500,1.4500
0.0300,-2.7500,1.4500,1.4500
-0.0200,-2.7500,1.4500,1.4500
-0.0700,-2.7500,1.4500,1.4500
-0.1200,-2.7500,1.4500,1.4500
-0.1700,-2.7500,1.4500,1.4500
-0.2200,-2.7500,1.4500,1.4500
-0.2700,-2.7500,1.4500,1.4500
-0.3200,-2.8000,1.5000,1.5000
-0.3700,-2.8000,1.5000,1.5000
-0.4200,-2.8000,1.5000,1.5000
-0.4700,-2.8000,1.5000,1.5000
-0.5200,-2.8000,1.5000,1.5000
-0.5700,-2.8000,1.5000,1.5000
-0.6200,-2.8000,1.5000,1.5000
-0.6700,-2.8000,1.5000,1.5000
-0.7200,-2.8000,1.5000,1.5000
-0.7700,-2.8500,1.5500,1.5500
-0.8200,-2.8500,1.5500,1.5500
-0.8700,-2.8500,1.5500,1.5500
-0.9200,-2.8500,1.5500,1.5500
-0.9700,-2.8500,1.5500,1.5500
-1.0200,-2.9000,1.6000,1.6000
-1.0700,-2.9000,1.6000,1.6000
-1.1200,-2.9500,1.6492,1.6492
-1.1700,-3.0000,1.6867,1.6867
-1.2200,-3.0500,1.7263,1.7263
-1.2700,-3.0500,1.7183,1.7183
-1.3200,-3.1000,1.7614,1.7614
-1.3700,-3.1500,1.8062,1.8062
-1.4200,-3.2000,1.8527,1.8527
-1.4200,-3.2500,1.9026,1.9026
-1.4700,-3.3000,1.8668,1.8668
-1.4700,-3.3500,1.8742,1.8742
-1.5200,-3.4000,1.8337,1.8337
-1.5200,-3.4500,1.8439,1.8439
-1.5200,-3.5000,1.8554,1.8554
-1.5700,-3.5500,1.8200,1.8200
-1.5700,-3.6000,1.8344,1.8344
-1.5700,-3.6500,1.8337,1.8337
-1.5700,-3.7000,1.8125,1.8125
-1.6200,-3.7500,1.8000,1.8000
-1.6200,-3.8000,1.8000,1.8000
-1.6200,-3.8500,1.8000,1.8000
-1.6200,-3.9000,1.7868,1.7868
-1.6200,-3.9500,1.7720,1.7720
-1.6200,-4.0000,1.7557,1.7557
-1.6200,-4.0500,1.7393,1.7393
-1.6700,-4.1000,1.7500,1.7500
-1.6700,-4.1500,1.7500,1.7500
-1.6700,-4.2000,1.7464,1.7464
-1.6700,-4.2500,1.7357,1.7357
-1.6700,-4.3000,1.7263,1.7263
-1.6700,-4.3500,1.7183,1.7183
-1.6700,-4.4000,1.7117,1.7117
-1.6700,-4.4500,1.7066,1.7066
-1.6700,-4.5000,1.7029,1.7029
-1.6700,-4.5500,1.7007,1.7007
-1.6700,-4.6000,1.7000,1.7000
-1.6700,-4.6500,1.7000,1.7000
-1.6700,-4.7000,1.7000,1.7000
-1.6700,-4.7500,1.7000,1.7000
-1.6700,-4.8000,1.7000,1.7000
-1.6700,-4.8500,1.7000,1.7000
-1.6700,-4.9000,1.7000,1.7000
-1.6700,-4.9500,1.7000,1.7000
-1.6700,-5.0000,1.7000,1.7000
-1.6700,-5.0500,1.7000,1.7000
-1.6700,-5.1000,1.7000,1.7000
-1.6700,-5.1500,1.7000,1.7000
-1.6700,-5.2000,1.7000,1.7000
-1.6700,-5.2500,1.7000,1.7000
-1.6700,-5.3000,1.7000,1.7000
-1.6700,-5.3500,1.7000,1.7000
-1.6700,-5.4000,1.7000,1.7000
-1.6700,-5.4500,1.7000,1.7000
-1.6700,-5.5000,1.7000,1.7000
